Date,Time of day,Articles,CLASS,Ref,Qty,Rate,Amount,Weeday,Month,Profit,
9/15/23 17:48,Evening,AMOXIL CAPSULES 250MG GSK,ANTIBIOTICS,41923,3,450,"1,350",Friday,September,396,
9/15/23 18:09,Evening,CELEBREX 200MG CAPSULES BY 10,ANALGESICS,41924,1,"3,750","3,750",Friday,September,"1,110",
9/15/23 18:09,Evening,SHALTOUX LOZENGES,"COUGH,COLD & THROAT",41924,1,40,40,Friday,September,12,
9/15/23 18:14,Evening,GESTID TABLET,GASTROINTESTINAL,41925,5,450,450,Friday,September,130,
9/15/23 18:19,Evening,CAMOSUNATE CHILDREN POWDER 1-6YEARS,ANTIMALARIAL,41926,1,"1,100","1,100",Friday,September,342,
9/15/23 18:19,Evening,EM-VIT-C WHITE BY 1000,SUPPLEMENTS,41926,1,100,100,Friday,September,25,
9/15/23 18:20,Evening,FOLIC ACID 5MG EMZOR BY 100,SUPPLEMENTS,41927,2,350,700,Friday,September,220,
9/15/23 18:20,Evening,ASCOCHEW VITAMIN C (WHITE),SUPPLEMENTS,41927,2,500,"1,000",Friday,September,340,
9/15/23 18:36,Evening,LONART DS TABLETS,ANTIMALARIAL,41928,1,"2,300","2,300",Friday,September,695,
9/15/23 18:36,Evening,REICHAMOX CAPS 500MG,ANTIBIOTICS,41928,1,600,600,Friday,September,170,
9/15/23 18:36,Evening,PARACETAMOL TABLETS EMZOR 500MG BY 96,ANALGESICS,41928,1,150,150,Friday,September,52,
9/15/23 18:42,Evening,EM-VIT-C WHITE BY 1000,SUPPLEMENTS,41929,1,100,100,Friday,September,25,
9/15/23 18:47,Evening,TAB FLAGYL 400MG,ANTIBIOTICS,41930,1,300,300,Friday,September,110,
9/15/23 18:47,Evening,CLOFENAC SR TABLET 100MG,ANALGESICS,41930,1,650,650,Friday,September,200,
9/15/23 18:48,Evening,CENPAIN NIGHT TABLETS,ANALGESICS,41931,1,200,200,Friday,September,70,
9/15/23 19:05,Evening,AMATEM FORTE SOFTGEL 80/480MG,ANTIMALARIAL,41932,1,"2,100","2,100",Friday,September,642,
9/15/23 19:05,Evening,EVA WATER 150CL,MINI-MART,41932,1,200,200,Friday,September,50,
9/15/23 19:13,Evening,ASCOCHEW VITAMIN C (ORANGE),SUPPLEMENTS,41933,1,500,500,Friday,September,170,
9/15/23 19:23,Evening,CENPAIN NIGHT TABLETS,ANALGESICS,41934,2,350,350,Friday,September,90,
9/15/23 19:26,Evening,COFLIN SYRUP EXPECTORANT,"COUGH,COLD & THROAT",41935,1,500,500,Friday,September,275,
9/15/23 19:27,Evening,VIJU CHOCOLATE FLAVOR,MINI-MART,41936,1,500,500,Friday,September,117,
9/15/23 19:27,Evening,DUDU YOGHURT,MINI-MART,41936,1,400,400,Friday,September,125,
9/15/23 19:29,Evening,FRESHYO YOGHURT 387ML,MINI-MART,41937,1,400,400,Friday,September,100,
9/15/23 19:32,Evening,CHECKERS 3 IN 1 MILK CUSTARD 700G REFILL,MINI-MART,41938,1,"1,850","1,850",Friday,September,450,
9/15/23 19:40,Evening,HEXEDENE MOUTHWASH,ANTISEPTICS,41939,1,750,750,Friday,September,190,
9/15/23 19:40,Evening,LUCOZADE BOOST REGULAR 450ML,MINI-MART,41939,2,600,"1,200",Friday,September,334,
9/15/23 19:53,Evening,SYRINGE AND NEEDLE 5ML,SURGICAL DEVICES,41940,7,50,350,Friday,September,140,
9/15/23 20:11,Evening,PANADOL TABLET,ANALGESICS,41941,1,250,250,Friday,September,88,
9/15/23 20:11,Evening,PARACETAMOL SYRUP EMZOR,ANALGESICS SYRUP,41941,1,550,550,Friday,September,175,
9/15/23 20:18,Evening,POSTPILL TABLETS,ORALCONTRACEPTIVES,41942,1,"1,000","1,000",Friday,September,370,
9/15/23 20:26,Evening,BIOPENTIN TABLETS 10 BY 10,ANALGESICS,41943,1,"1,250","1,250",Friday,September,390,
9/15/23 20:26,Evening,LIQUID IRON TONIC 200ML,SUPPLEMENTS,41943,1,750,750,Friday,September,249,
9/15/23 20:36,Evening,VIJU WHEAT,MINI-MART,41944,1,500,500,Friday,September,117,
9/15/23 20:42,Evening,CHIVITA ACTIVE,MINI-MART,41945,1,850,850,Friday,September,220,
9/15/23 20:42,Evening,LUCOZADE BOOST REGULAR 450ML,MINI-MART,41945,1,600,600,Friday,September,167,
9/15/23 20:42,Evening,PYRANTRIN TABLET,GASTROINTESTINAL,41945,1,500,500,Friday,September,144,
9/15/23 20:59,Evening,5 ALIVE BERRY BLAST,MINI-MART,41946,2,600,"1,200",Friday,September,300,
9/15/23 21:03,Evening,ADAY KIT TABLETS,ANTIBIOTICS,41947,1,"1,300","1,300",Friday,September,380,
9/15/23 21:03,Evening,EM-VIT-C SYRUP,SUPPLEMENTS,41947,1,500,500,Friday,September,147,
9/15/23 21:03,Evening,ZOLAT SUSPENSION,GASTROINTESTINAL,41947,1,600,600,Friday,September,200,
9/15/23 21:03,Evening,RETRAX TABLETS,GASTROINTESTINAL,41947,1,300,300,Friday,September,110,
9/15/23 21:03,Evening,SHALTOUX LOZENGES,"COUGH,COLD & THROAT",41947,3,40,120,Friday,September,36,
9/16/23 10:44,Morning,ALWAYS PAD ULTRA THIN BY 7 PINK,MINI-MART,41948,1,850,850,Saturday,September,450,
9/16/23 10:44,Morning,SUNSHINE AIR FRESHNER INSECT REPELLANT,MINI-MART,41948,1,300,300,Saturday,September,83,
9/16/23 10:57,Morning,CHIVITA ACTIVE,MINI-MART,41949,1,850,850,Saturday,September,220,
9/16/23 11:55,Morning,BABYREX TEETHING MIXTURE,ANALGESICS SYRUP,41950,1,400,400,Saturday,September,135,
9/16/23 11:55,Morning,EM-VIT-C SYRUP,SUPPLEMENTS,41950,1,500,500,Saturday,September,147,
9/16/23 11:55,Morning,NEOFYLIN COUGH SYRUP,"COUGH,COLD & THROAT",41950,1,600,600,Saturday,September,200,
9/16/23 11:55,Morning,VITAMIN B-COMPLEX SYRUP 150ML BECOMBION,SUPPLEMENTS,41950,1,500,500,Saturday,September,170,
9/16/23 11:55,Morning,CIPROFLOXACIN TABLET CIPROTAB BY10,ANTIBIOTICS,41950,1,"2,400","2,400",Saturday,September,720,
9/16/23 11:55,Morning,5 ALIVE BERRY BLAST,MINI-MART,41950,1,600,600,Saturday,September,150,
9/16/23 12:03,Morning,TRIBOTAN BABY CREAM,SKINCARE PRODUCTS,41951,1,"1,000","1,000",Saturday,September,310,
9/16/23 12:14,Morning,LONART SUSPENSION,ANTIMALARIAL,41952,1,"2,000","2,000",Saturday,September,580,
9/16/23 12:51,Morning,LINCOMYCIN CAPSULES GREENLIFE,ANTIBIOTICS,41953,3,"1,000","1,000",Saturday,September,523,
9/16/23 12:51,Morning,NUROFEN TABLETS 400MG BY 12,ANALGESICS,41953,1,"2,650","2,650",Saturday,September,775,
9/16/23 12:51,Morning,SOREPILS LOZENGES ORANGE,"COUGH,COLD & THROAT",41953,1,650,650,Saturday,September,195,
9/16/23 12:51,Morning,CARZEPIN 200MG10X10,MENTAL HEALTH,41954,1,600,600,Saturday,September,240,
9/16/23 12:51,Morning,PAINKIL CAPLET 500MG,ANALGESICS,41954,1,100,100,Saturday,September,35,
9/16/23 13:18,Morning,IBEX CAPSULES,ANALGESICS,41955,1,500,500,Saturday,September,140,
9/16/23 13:33,Morning,CHLORAMPHENICOL CAPSULES,ANTIBIOTICS,41956,1,350,350,Saturday,September,105,
9/16/23 13:39,Morning,CIPROFLOXACIN TABLET CIPROTAB BY10,ANTIBIOTICS,41957,1,"2,400","2,400",Saturday,September,720,
9/16/23 13:39,Morning,DOXYCAP CAPSULES,ANTIBIOTICS,41957,1,550,550,Saturday,September,170,
9/16/23 13:39,Morning,EM-VIT-C WHITE BY 1000,SUPPLEMENTS,41957,1,100,100,Saturday,September,25,
9/16/23 13:39,Morning,CHIVITA ACTIVE,MINI-MART,41958,1,850,850,Saturday,September,220,
9/16/23 13:39,Morning,MONSTER ENERGY 440ML,MINI-MART,41958,1,700,700,Saturday,September,192,
9/16/23 13:40,Morning,FRESHYO YOGHURT 387ML,MINI-MART,41959,1,400,400,Saturday,September,100,
9/16/23 14:23,Morning,GENTALAB EYE/EAR DROPS,OCCULAR,41960,1,250,250,Saturday,September,90,
9/16/23 15:22,Morning,AMOXIL CAPSULES 250MG GSK,ANTIBIOTICS,41961,1,450,450,Saturday,September,132,
9/16/23 15:29,Morning,ASCOCHEW VITAMIN C (ORANGE),SUPPLEMENTS,41962,1,500,500,Saturday,September,170,
9/16/23 15:29,Morning,ASCOCHEW VITAMIN C (WHITE),SUPPLEMENTS,41962,1,500,500,Saturday,September,170,
9/16/23 15:31,Morning,TAB FLAGYL 400MG,ANTIBIOTICS,41963,1,300,300,Saturday,September,110,
9/16/23 16:12,Evening,PREGNANCY TEST STRIP,STRIPS,41964,4,50,200,Saturday,September,84,
9/16/23 16:21,Evening,LADYCARE PAD PREMIUM BY 8 GREEN,MINI-MART,41965,1,600,600,Saturday,September,133,
9/16/23 16:33,Evening,SUPER APETI PLUS SYRUP 200ML,SUPPLEMENTS,41966,1,"1,100","1,100",Saturday,September,352,
9/16/23 16:44,Evening,APHAMORAL TABLET,ANALGESICS,41967,3,550,550,Saturday,September,130,
9/16/23 16:57,Evening,PROCOLD TABLETS,ANTIALLERGY,41968,1,200,200,Saturday,September,71,
9/16/23 16:59,Evening,DYNAMOGEN ORAL SOLUTION,SUPPLEMENTS,41969,1,250,250,Saturday,September,90,
9/16/23 16:59,Evening,RIBENA 125 ML,MINI-MART,41969,1,150,150,Saturday,September,41,
9/16/23 17:01,Evening,CEFIXIME TABLETS 400MG AQUAFIX,ANTIBIOTICS,41970,1,"1,500","1,500",Saturday,September,500,
9/16/23 17:01,Evening,TAB FLAGYL 400MG,ANTIBIOTICS,41970,2,300,600,Saturday,September,220,
9/16/23 17:01,Evening,IBUPROFEN TABLET 400MG BRUSTAN-N,ANALGESICS,41970,1,300,300,Saturday,September,106,
9/16/23 17:01,Evening,SWISS FLOWER AIRFRESHNER,MINI-MART,41970,1,400,400,Saturday,September,100,
9/16/23 17:01,Evening,ORAL-B TOOTHPASTE STRONG TEETH 40G,MINI-MART,41970,1,400,400,Saturday,September,121,
9/16/23 17:01,Evening,SHALTOUX LOZENGES,"COUGH,COLD & THROAT",41970,2,40,80,Saturday,September,24,
9/16/23 17:01,Evening,EVA SOAP GOLD,MINI-MART,41970,1,350,350,Saturday,September,62,
9/16/23 17:01,Evening,LUCOZADE BOOST REGULAR 450ML,MINI-MART,41970,1,600,600,Saturday,September,167,
9/16/23 17:01,Evening,DYNAMOGEN ORAL SOLUTION,SUPPLEMENTS,41970,1,250,250,Saturday,September,90,
9/16/23 17:05,Evening,HOLLANDIA YOGHURT,MINI-MART,41971,1,"1,000","1,000",Saturday,September,180,
9/16/23 17:10,Evening,SALBUTAMOL TABLETS 4MG,ASTHMATICS,41972,1,100,100,Saturday,September,86,
9/16/23 17:10,Evening,PREDNISOLONE TABLET PERILON,ANALGESICS,41972,1,300,300,Saturday,September,80,
9/16/23 17:46,Evening,SCALP VEIN NEEDLE 21G,SURGICAL DEVICES,41973,2,40,80,Saturday,September,20,
9/16/23 17:46,Evening,NEEDLE 21G,SURGICAL DEVICES,41973,1,15,15,Saturday,September,7,
9/16/23 18:10,Evening,TAB FLAGYL 400MG,ANTIBIOTICS,41974,3,300,900,Saturday,September,330,
9/16/23 18:10,Evening,TETRACYCLINE CAPSULES,ANTIBIOTICS,41974,2,200,400,Saturday,September,148,
9/16/23 18:10,Evening,AMPICILLIN CAPSULES 250MG,ANTIBIOTICS,41974,2,250,500,Saturday,September,180,
9/16/23 18:10,Evening,SUNRIPE SWEET CORN 340G,MINI-MART,41974,1,850,850,Saturday,September,200,
9/16/23 18:10,Evening,COFLIN LINCTUS,"COUGH,COLD & THROAT",41974,1,750,750,Saturday,September,225,
9/16/23 18:14,Evening,PYRANTRIN TABLET,GASTROINTESTINAL,41975,1,500,500,Saturday,September,144,
9/16/23 18:36,Evening,AMLODIPINE TABLETS 10MG PHARMAMAX,CARDIOVASCULAR,41976,2,700,700,Saturday,September,210,
9/16/23 18:58,Evening,CET-Z 10 TABLET CETRIZINE,ANTIALLERGY,41977,1,300,300,Saturday,September,117,
9/16/23 18:58,Evening,EM-VIT-C WHITE BY 1000,SUPPLEMENTS,41977,1,100,100,Saturday,September,25,
9/16/23 19:00,Evening,INDOMETHACIN CAPSULES,ANALGESICS,41978,1,150,150,Saturday,September,105,
9/16/23 19:04,Evening,SWIBETIC 5/500MG,ANTIDIABETICS,41979,3,"1,000","1,000",Saturday,September,301,
9/16/23 19:04,Evening,EM-VIT-C SYRUP,SUPPLEMENTS,41979,1,500,500,Saturday,September,147,
9/16/23 19:04,Evening,ASCOCHEW VITAMIN C (ORANGE),SUPPLEMENTS,41979,1,500,500,Saturday,September,170,
9/16/23 19:04,Evening,NASODYNE WITH PROMETHAZINE,ANTIALLERGY,41979,1,"1,050","1,050",Saturday,September,350,
9/16/23 19:04,Evening,FLEMING 228.5MG/5ML,ANTIBIOTICS,41979,1,"2,600","2,600",Saturday,September,769,
9/16/23 19:04,Evening,HOLLANDIA YOGHURT,MINI-MART,41979,1,"1,000","1,000",Saturday,September,180,
9/16/23 19:04,Evening,CAPRI-SUN DRINK 200ML,MINI-MART,41979,3,150,450,Saturday,September,102,
9/16/23 19:05,Evening,BISACODYL TABLET BISACURE,GASTROINTESTINAL,41980,1,100,100,Saturday,September,60,
9/16/23 19:10,Evening,ORASALT ORS POWDER 3S,GASTROINTESTINAL,41981,1,100,100,Saturday,September,38,
9/16/23 19:14,Evening,ANOROL TABLET,ANALGESICS,41982,1,600,600,Saturday,September,248,
9/16/23 19:14,Evening,DICLOMOL GEL 30G,ANALGESICS CREAM,41982,1,500,500,Saturday,September,170,
9/16/23 19:14,Evening,SHALTOUX LOZENGES,"COUGH,COLD & THROAT",41982,1,40,40,Saturday,September,12,
9/16/23 19:17,Evening,AMPICILLIN CAPSULES 250MG,ANTIBIOTICS,41983,1,250,250,Saturday,September,90,
9/16/23 19:17,Evening,EM-VIT-C WHITE BY 1000,SUPPLEMENTS,41983,2,100,200,Saturday,September,50,
9/16/23 19:21,Evening,AMOXIL CAPSULES 250MG GSK,ANTIBIOTICS,41984,3,450,"1,350",Saturday,September,396,
9/16/23 19:45,Evening,DOXYCYCLINE CAPSULES 100MG,ANTIBIOTICS,41985,1,250,250,Saturday,September,63,
9/16/23 19:47,Evening,GENTALAB EYE/EAR DROPS,OCCULAR,41986,1,250,250,Saturday,September,90,
9/16/23 20:05,Evening,BUNTO CAPSULES,SUPPLEMENTS,41987,2,750,750,Saturday,September,182,
9/16/23 20:07,Evening,DARAVIT CAPSULES,SUPPLEMENTS,41988,1,600,600,Saturday,September,188,
9/16/23 20:08,Evening,EM-VIT-C WHITE BY 1000,SUPPLEMENTS,41989,1,100,100,Saturday,September,25,
9/16/23 20:17,Evening,FLEMING 625MG,ANTIBIOTICS,41990,1,"4,150","4,150",Saturday,September,"1,204",
9/16/23 20:20,Evening,AMLODIPINE TABLETS 5MG PHARMAMAX,CARDIOVASCULAR,41991,1,350,350,Saturday,September,120,
9/16/23 20:24,Evening,AMATEM FORTE SOFTGEL 80/480MG,ANTIMALARIAL,41992,1,"2,100","2,100",Saturday,September,642,
9/16/23 20:24,Evening,PARACETAMOL TABLETS EMZOR 500MG BY 96,ANALGESICS,41992,1,150,150,Saturday,September,52,
9/16/23 20:24,Evening,CHIVITA ACTIVE,MINI-MART,41992,1,850,850,Saturday,September,220,
9/16/23 20:24,Evening,AMOXIL CAPSULES 250MG GSK,ANTIBIOTICS,41992,3,450,"1,350",Saturday,September,396,
9/16/23 20:27,Evening,FRESHYO YOGHURT 387ML,MINI-MART,41993,1,400,400,Saturday,September,100,
9/16/23 20:27,Evening,PARACETAMOL TABLETS EMZOR 500MG BY 96,ANALGESICS,41993,2,150,300,Saturday,September,104,
9/16/23 20:27,Evening,PIMENT LOTION 60ML,MINI-MART,41993,1,650,650,Saturday,September,150,
9/16/23 20:27,Evening,BONABABE SYRUP,ANALGESICS SYRUP,41993,1,350,350,Saturday,September,120,
9/16/23 20:27,Evening,IBUCAP  CAPSULES,ANALGESICS,41994,1,250,250,Saturday,September,87,
9/16/23 20:32,Evening,EM-VIT-C WHITE BY 1000,SUPPLEMENTS,41995,1,100,100,Saturday,September,25,
9/16/23 20:32,Evening,DYNAMOGEN ORAL SOLUTION,SUPPLEMENTS,41995,5,250,"1,250",Saturday,September,450,
9/16/23 20:32,Evening,VIJU CHOCOLATE FLAVOR,MINI-MART,41995,1,500,500,Saturday,September,117,
9/16/23 20:32,Evening,DAY BY DAY VITAMIN C TABLETS,SUPPLEMENTS,41995,1,250,250,Saturday,September,98,
9/17/23 13:25,Morning,TRIMAC FORTE 800/160MG,ANTIBIOTICS,41996,1,300,300,Sunday,September,95,
9/17/23 13:25,Morning,WORMIN TABLET 500MG,GASTROINTESTINAL,41996,1,250,250,Sunday,September,92,
9/17/23 13:39,Morning,7 KEYS HERBAL MIXTURE,HERBALS,41997,1,"1,250","1,250",Sunday,September,380,
9/17/23 13:39,Morning,MONSTER ENERGY 440ML,MINI-MART,41997,1,700,700,Sunday,September,192,
9/17/23 13:39,Morning,5 ALIVE BERRY BLAST,MINI-MART,41997,1,600,600,Sunday,September,150,
9/17/23 13:39,Morning,RAVING BABY POWDER 100G,MINI-MART,41997,1,350,350,Sunday,September,83,
9/17/23 13:39,Morning,EXIPLON SYRUP ADULT,"COUGH,COLD & THROAT",41997,1,400,400,Sunday,September,135,
9/17/23 14:00,Morning,CIPROFLOXACIN TABLET CIPROTAB BY10,ANTIBIOTICS,41998,1,"2,400","2,400",Sunday,September,720,
9/17/23 14:00,Morning,PIRITON TABLET EVANS,ANTIALLERGY,41998,1,50,50,Sunday,September,22,
9/17/23 14:00,Morning,RIBENA 125 ML,MINI-MART,41998,1,150,150,Sunday,September,41,
9/17/23 14:00,Morning,PARACETAMOL TABLETS M&B 500MG BY 96,ANALGESICS,41998,1,150,150,Sunday,September,47,
9/17/23 14:00,Morning,PET COKE 50CL,MINI-MART,41998,1,250,250,Sunday,September,58,
9/17/23 14:08,Morning,GOOD MAMA FLORA FRESH DETERGENT 80G,MINI-MART,41999,4,100,400,Sunday,September,80,
9/17/23 14:17,Morning,LOKMAL QS TABLET 80/480MG,ANTIMALARIAL,42000,1,"1,300","1,300",Sunday,September,390,
9/17/23 14:20,Morning,LOYA MILK SACHET 14G,MINI-MART,42001,1,120,120,Sunday,September,30,
9/17/23 15:12,Morning,PROCOLD TABLETS,ANTIALLERGY,42002,1,200,200,Sunday,September,71,
9/17/23 15:15,Morning,LOPRAD LOPERAMIDE CAPSULES 2MG,GASTROINTESTINAL,42003,1,100,100,Sunday,September,30,
9/17/23 15:15,Morning,SECWID TABLETS 500MG BY 4,ANTIBIOTICS,42003,1,850,850,Sunday,September,250,
9/17/23 15:50,Morning,PREMIER BAR SOAP MILK &HONEY 175G,MINI-MART,42004,1,350,350,Sunday,September,93,
9/17/23 16:08,Evening,BOURNVITA SATCHET 20G,MINI-MART,42005,10,900,900,Sunday,September,300,
9/17/23 16:08,Evening,LOYA MILK SACHET 14G,MINI-MART,42005,10,"1,100","1,100",Sunday,September,200,
9/17/23 16:09,Evening,BUNTO CAPSULES,SUPPLEMENTS,42006,2,750,750,Sunday,September,182,
9/17/23 17:04,Evening,FLAGYL SUSPENSION 60ML,ANTIBIOTICS,42007,1,"1,100","1,100",Sunday,September,315,
9/17/23 17:04,Evening,EM-VIT-C SYRUP,SUPPLEMENTS,42007,1,500,500,Sunday,September,147,
9/17/23 17:04,Evening,PYRANTRIN SUSPENSION,GASTROINTESTINAL,42007,1,800,800,Sunday,September,235,
9/17/23 17:11,Evening,JAWAMOX SUSPENSION 100ML,ANTIBIOTICS,42008,1,800,800,Sunday,September,250,
9/17/23 17:21,Evening,CAMOSUNATE JUNIOR TABLETS 7-13YEARS,ANTIMALARIAL,42009,1,"1,150","1,150",Sunday,September,351,
9/17/23 17:21,Evening,CAMOSUNATE CHILDREN POWDER 1-6YEARS,ANTIMALARIAL,42009,1,"1,100","1,100",Sunday,September,342,
9/17/23 17:21,Evening,REPROFEN SUSPENSION 100ML,ANALGESICS SYRUP,42009,1,650,650,Sunday,September,175,
9/17/23 17:21,Evening,PARACETAMOL TABLETS M&B 500MG BY 96,ANALGESICS,42009,1,150,150,Sunday,September,47,
9/17/23 17:21,Evening,CAPRI-SUN DRINK 200ML,MINI-MART,42009,2,150,300,Sunday,September,68,
9/17/23 17:21,Evening,PET PEPSI,MINI-MART,42009,1,250,250,Sunday,September,83,
9/17/23 17:25,Evening,SYRINGE AND NEEDLE 5ML,SURGICAL DEVICES,42010,4,50,200,Sunday,September,80,
9/17/23 17:51,Evening,PENTAZOCINE INJECTION,INJECTIBLES,42011,10,200,"2,000",Sunday,September,800,
9/17/23 17:51,Evening,PASSION ENERGY DRINK 4G,MINI-MART,42011,6,600,600,Sunday,September,156,
9/17/23 18:05,Evening,POSTPILL TABLETS,ORALCONTRACEPTIVES,42012,1,"1,000","1,000",Sunday,September,370,
9/17/23 18:06,Evening,RIBENA 125 ML,MINI-MART,42013,2,150,300,Sunday,September,82,
9/17/23 18:08,Evening,AMOXYCILLIN CAPSULE 500MG AMONEX,ANTIBIOTICS,42014,1,400,400,Sunday,September,140,
9/17/23 18:16,Evening,AMATEM FORTE SOFTGEL 80/480MG,ANTIMALARIAL,42015,1,"2,100","2,100",Sunday,September,642,
9/17/23 18:16,Evening,AMOXYCILLIN CAPSULE 500MG AMONEX,ANTIBIOTICS,42015,1,400,400,Sunday,September,140,
9/17/23 18:16,Evening,PARACETAMOL TABLETS M&B 500MG BY 96,ANALGESICS,42015,1,150,150,Sunday,September,47,
9/17/23 18:16,Evening,SOSA DRINK 1LITRE,MINI-MART,42015,1,550,550,Sunday,September,117,
9/17/23 18:19,Evening,FLU-J SYRUP,ANTIALLERGY,42016,1,500,500,Sunday,September,160,
9/17/23 18:21,Evening,IBUCAP FORTE TABLET,ANALGESICS,42017,1,350,350,Sunday,September,128,
9/17/23 18:30,Evening,BABYREX TEETHING MIXTURE,ANALGESICS SYRUP,42018,1,400,400,Sunday,September,135,
9/17/23 18:36,Evening,BENZYL BENZOATE LOTION 100ML,SKINCARE PRODUCTS,42019,1,550,550,Sunday,September,168,
9/17/23 18:36,Evening,LINCOMYCIN (BIOCINE) SYRUP,ANTIBIOTICS,42019,1,"2,550","2,550",Sunday,September,750,
9/17/23 18:36,Evening,LORATADINE SYRUP AFRAB 60ML,ANTIALLERGY,42019,1,500,500,Sunday,September,155,
9/17/23 18:36,Evening,COTTON WOOL 50G,SURGICAL DEVICES,42019,1,100,100,Sunday,September,53,
9/17/23 18:41,Evening,ARTELUM 80/480 COMBO,ANTIMALARIAL,42020,1,"1,000","1,000",Sunday,September,300,
9/17/23 18:41,Evening,CENOX TABLETS 500MG BY 10,ANTIBIOTICS,42020,1,800,800,Sunday,September,250,
9/17/23 18:41,Evening,DARAVIT CAPSULES,SUPPLEMENTS,42020,1,600,600,Sunday,September,188,
9/17/23 18:41,Evening,FEXET FEXOFENADINE 180MG TABLET,ANTIALLERGY,42020,1,"1,300","1,300",Sunday,September,420,
9/17/23 18:49,Evening,CREPE BANDAGE SIZE 4,SURGICAL DEVICES,42021,1,250,250,Sunday,September,100,
9/17/23 18:52,Evening,REALFLEX TABLETS 400MG,ANALGESICS,42022,1,"2,200","2,200",Sunday,September,597,
9/17/23 18:52,Evening,TERBINAFINE CREAM 15G TABASIL,SKINCARE PRODUCTS,42022,1,750,750,Sunday,September,220,
9/17/23 18:54,Evening,SHALTOUX LOZENGES,"COUGH,COLD & THROAT",42023,3,40,120,Sunday,September,36,
9/17/23 18:58,Evening,BUNTO BLOOD TONIC 1LTR,SUPPLEMENTS,42024,1,"1,650","1,650",Sunday,September,480,
9/17/23 19:04,Evening,VEGA 100 TABLET,SEX ENHANCER,42025,1,350,350,Sunday,September,130,
9/17/23 19:04,Evening,FRESHYO YOGHURT 387ML,MINI-MART,42025,1,400,400,Sunday,September,100,
9/17/23 19:04,Evening,KISS CONDOM,SEXUAL HEALTH,42025,1,200,200,Sunday,September,64,
9/17/23 19:04,Evening,PREGNANCY TEST STRIP,STRIPS,42025,2,50,100,Sunday,September,42,
9/17/23 19:09,Evening,BOURNVITA SATCHET 20G,MINI-MART,42026,1,100,100,Sunday,September,40,
9/17/23 19:13,Evening,BUNTO CAPSULES,SUPPLEMENTS,42027,2,750,750,Sunday,September,182,
9/17/23 19:13,Evening,REAL NIGHT AID TABLET 1 X10,ANTIALLERGY,42027,1,350,350,Sunday,September,110,
9/17/23 19:14,Evening,AMPICILLIN CAPSULES 250MG,ANTIBIOTICS,42028,1,250,250,Sunday,September,90,
9/17/23 19:47,Evening,EVA WATER 150CL,MINI-MART,42029,1,200,200,Sunday,September,50,
9/17/23 20:29,Evening,MAXIQUINE TABLETS 250MG,ANTIMALARIAL,42030,1,300,300,Sunday,September,100,
9/17/23 20:30,Evening,FLAGYL SUSPENSION 60ML,ANTIBIOTICS,42031,1,"1,100","1,100",Sunday,September,315,
9/17/23 20:30,Evening,EMZOLYTE PLUS,GASTROINTESTINAL,42031,1,400,400,Sunday,September,135,
9/17/23 20:32,Evening,COLGATE TOOTHPASTE+SUGAR ACID NEUTRALISER,MINI-MART,42032,1,850,850,Sunday,September,200,
9/17/23 20:32,Evening,SHALTOUX LOZENGES,"COUGH,COLD & THROAT",42033,1,40,40,Sunday,September,12,
9/17/23 20:34,Evening,GOLD CIRCLE CONDOM,SEXUAL HEALTH,42034,1,200,200,Sunday,September,83,
9/17/23 20:46,Evening,EVA WATER 150CL,MINI-MART,42035,1,200,200,Sunday,September,50,
9/17/23 20:46,Evening,DAY BY DAY VITAMIN C TABLETS,SUPPLEMENTS,42035,1,250,250,Sunday,September,98,
9/18/23 8:23,Morning,P-ALAXIN TABLETS BY 9,ANTIMALARIAL,42036,1,"1,200","1,200",Monday,September,370,
9/18/23 8:23,Morning,VIJU WHEAT,MINI-MART,42036,1,500,500,Monday,September,117,
9/18/23 8:31,Morning,GENTIAN VIOLET PAINT MOKO,ANTISEPTICS,42037,1,350,350,Monday,September,135,
9/18/23 8:53,Morning,CREPE BANDAGE SIZE 6,SURGICAL DEVICES,42038,4,350,"1,400",Monday,September,480,
9/18/23 9:00,Morning,FELVIN 20 CAPSULES,ANALGESICS,42039,1,150,150,Monday,September,62,
9/18/23 9:52,Morning,LARIS 80/480 MGNTABLETS,ANTIMALARIAL,42040,1,700,700,Monday,September,200,
9/18/23 9:52,Morning,AMOXYCILLIN CAPSULE 500MG AMONEX,ANTIBIOTICS,42040,1,400,400,Monday,September,140,
9/18/23 9:52,Morning,PAINKIL CAPLET 500MG,ANALGESICS,42040,1,100,100,Monday,September,35,
9/18/23 9:57,Morning,MENTHODEX COUGH SYRUP 100ML,"COUGH,COLD & THROAT",42041,1,"2,100","2,100",Monday,September,605,
9/18/23 10:15,Morning,POSTPILL TABLETS,ORALCONTRACEPTIVES,42042,1,"1,000","1,000",Monday,September,370,
9/18/23 10:19,Morning,CHERICOF COUGH SYRUP 100ML,"COUGH,COLD & THROAT",42043,1,650,650,Monday,September,190,
9/18/23 10:19,Morning,OSTEO INHALER,"COUGH,COLD & THROAT",42043,1,300,300,Monday,September,117,
9/18/23 10:34,Morning,SCALP VEIN NEEDLE 21G,SURGICAL DEVICES,42044,1,40,40,Monday,September,10,
9/18/23 10:48,Morning,AMPICLOX CAPSULES UNBRANDED 500MG,ANTIBIOTICS,42045,1,450,450,Monday,September,140,
9/18/23 10:48,Morning,OSTEO TABLET,ANALGESICS,42045,1,250,250,Monday,September,92,
